text,in_reply,is_sarcastic
"@Fasalles Homem honesto, comprometido com o Brasil. Trabalha pela prosperidade do povo.
#sqn
Isso é o que eu gostaria que ele fosse, mas é tudo ao contrário 😰","O que vcs acham do Renan Canalheiro? Deixem aqui o seu apreço.
#DetonaTudoMoro https://t.co/gjxT0NrBUp",1
"@Eiak2 @TheInterceptBr @gigiacordeiro O famoso cidadão de bem!! #SQN 
#desMOROnando 
#MoroCriminoso","@TheInterceptBr @gigiacordeiro ORGULHO DESSE DIÁLOGOS 
LAVA JATO CONTINUA
CORRUPTO LARÁPIO NA CADEIA
#EuapoioaLavaJato 
#Dia30EuVou",1
"@jornalnacional Kkkkkkkkkkkkkkkkkkkkkkk Mano na moral o desespero da @RedeGlobo da dando ATÉ dó!!!!
#SQN 
CHUPA @jornalnacional GOLPISTAS SAFADOS aos poucos seus HERÓIS vão caindo um por um! Lembrando que o primeiro a cair foi o @AecioNeves Noia safado!","As investigações sobre ataques a celulares de autoridades ligadas à Lava Jato indicaram a possível origem do hackeamento. Até agora, mais de 10 autoridades de vários poderes confirmaram que foram alvos de hackers ou de tentativas de invasão nos celulares: https://t.co/MjmGbecA1t",1
RT @jacquelinejolz: @GuilhermeBoulos Provavelmente a manifestação atropelou um carro? #SQN Absurdo! #GreveGeral #GrevePeloBrasil,,1
Dia dos namorados e nos tava como .. um amorzinho kkkkkkkkkkk #sqn https://t.co/7f56EwQPHp,,1
E que belezura de herói.  #SQN https://t.co/3ICuv9Nqfg,,1
"A reforma no ""tripéK"", os móveis e os pedalinhos no lago do sítio com nome dos netos foram todos combinados entre o moro e dallagnol né. 
#LulaLivreJá #sqn #LulaNaCadeiaAte2050 #lulaladrao #SomosTodosMoro",,1
"@brunoyamada @JoelPinheiro85 @cesarpilo Vamos usar hackers pagos por mega organizações capitalistas igual a vocês, apoia? #sqn vender a alma pro diabo é só com vagabundo.","@ConservaB @JoelPinheiro85 @cesarpilo Pergunta pro Moro, ele comanda a PF.",1
@dricosombra Tô passaaaaaaaaaaaaada. #SQN kkkkkk https://t.co/vXMEFXaPzj,"@WanisaTrova Muuuuuuuuuuuu...

A falta de reflexão séria é froids.
As provas são claras. Apenas confirmam a convicção.
Mas o gado só faz muuuuuuuuuu

#ValeuGreenwald
#VazaJato",1
@fernanda_dadour Também assisti. Fauze é um gentleman #sqn kkk,"O capítulo de hoje de  #ÓrfãosDaTerra o proprietário da delicadeza tem nome..Fauze 😏, SQN. Tô morrendo de rir  😂😂😂😂",1
@GSbrasil_ Fizeram de tudo para dar o título para Toronto hoje kkkkk #sqn,ARBITRAGEM DA NBA KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,1
"RT @kosloski_felipe: Um MP e um Judiciário isentos e sem partidos  #sqn aqui é só interesses .

#LulaLivreSegundaSDV 
#MoroCriminoso 
#Vale…",,1
"@SemerMarcia Mas não era Whatsapp, era Telegram, supostamente inviolável, #sqn para o bem da Nação, 😁😂🤣","O negócio é o seguinte: nada justifica que um juiz participe de grupo de WhatsApp usado por partes interessadas em processo sob sua jurisdição para discutir os rumos do processo, ainda que eventualmente. Se o juiz dá palpite, então, aí é uma aberração. É isso que fez o Moro.",1
"Madrugada+Friozin+Netflix+Mozão= aumentar a Familia kkk 👪👶👀..
#Sqñ 
#FabricaFechada 😂😂",,1
Era só tirar o Petê... era contra a corrupção! #sqn Cambada de fdp https://t.co/DQZo43NrGm,,1
#PowerCoupleBrasil  o grupo dos excluídinhos oh que dó... #sqn depois fica olhando e rindo de longe. Inveja dói né meu amigo...,,1
"#lindo #pleno maravilhoso e nem um pouquinho suado nem cansado #sqn 
#segundafeira #workoutmotivation  @ Smart Fit — at Smart Fit https://t.co/bUxjvV7jiW",,1
"#lindo #pleno maravilhoso e nem um pouquinho suado nem cansado #sqn 
#segundafeira #workoutmotivation em Smart Fit https://t.co/1TitOgdOkk",,1
"Vem prova de Direito Civil, eu não tenho medo de você !!!! #sqn",,1
"Confesso que a versão tupiniquim da shallow now ficou medonha, porém, assisti o vídeo da Paula Fernandes e  me comoveu, 2 dias antes do DVD a rainha da Inglaterra, vulgo, Luan Santana se deu ao luxo de dizer não. Até eu quero ir p BH cantar junto. #sqn",,1
"Um MP e um Judiciário isentos e sem partidos  #sqn aqui é só interesses .

#LulaLivreSegundaSDV 
#MoroCriminoso 
#ValeuGreenwald https://t.co/CXZvg3PKfE",,1
"Brasil, país onde o ladrão está certo, errado é o juiz! #sqn
https://t.co/a77ZNNbt4W https://t.co/a77ZNNbt4W",,1
"Um juiz investigador , isso é bom para o país #sqn

#MoroCriminoso 
#ValeuGreenwald 
#LulaLivreSegundaSDV https://t.co/3nngAioPJh",,1
@orsonrocha Oh a estratégia esperta #sqn 😂😂😂,"#HashtagTosca

*click*

""só um idiota defenderia #HashtagTosca!""
""Aff não acredito que esses imbecis levantaram a #HashtagTosca""
""Seguimores, esqueçam #HashtagTosca vamos levantar #NossaTag!""
""Antes tal coisa, agora #HashtagTosca, hipocrisia que chama?""

Não aprendem, bro.",1
Eu jogando bola toda quarta lá na vila #sqn não aguento uma apertada dos caminhoneiros haha https://t.co/MbJA9ttcGv,,1
"Sinceramente se Lula favor solto amanhã vou começar a postar vídeo meu batendo punheta, de revolta .

É minha maneira de manifesrar revolta. #LulaLivre #sqn",,1
"@deltanmd Esperneando agora? Tadinho! #sqn. Sua turma está construindo as fakes para desacreditar o Intercept, q  divulgou suas falcatruas junto com o conje. Ridículo, vc. O país governado por essa ralé e por sua culpa. Vc eh um deles. Você detonou o Br junto com o conje. Vergonha!","Como alertado ontem pela FT, era esperado que o ataque hacker avançasse para falsificar integral ou parcialmente informações e disseminar “fake news”. https://t.co/KmpZYj9uH3",1
"@LuSapori Eles vão ficar muito tristes com isso! 😂🤣😂🤣😂🤣
#SQN
#VazaMoro #EuApoioTheIntercept #ValeuGreenwald #VazaDeltan #VazaJato","A partir deste momento vou BLOQUEAR  todos os lixos de ESQUERDA.  Políticos, figuras, partidos e jornalistas( Mônica Bergamo, Noblat e Reinaldo Azevedo e outros)
  Sobrevivem ainda  por nossos comentários e divulgação.

NÃO ALIMENTE ABUTRES! 

#DeportaGreenwald",1
"@Pedrodomar1632 @deltanmd @EISENHOWER27 #sqn 
🇧🇷 Quer Justiça!","@deltanmd @EISENHOWER27 O Brasil está está com o senhor.🇧🇷🇧🇷🇧🇷
#EuApoioaLavaJato",1
"@anacl_aras É nestas horas que ajuda ter armas em casa...

#SQN","o cara namorava a mina
engravidou ela
foi conversar com o pai dela sobre e levou os pais juntos
o cara surtou e matou todos

vcs conseguem entender o peso disso?
tirou 3 vidas
deixou uma mãe solteira
uma criança sem pai",1
"""Direto do túnel do tempo.."" 80's/90's #sqn
⚡️Sósia holandesa de Xuxa revela sonho de conhecer a apresentadora https://t.co/0m5SVEWo1L via @YouTube #HoraDoFaro #RecordTV #tv #brasil #SegundaDetremuraSDV #sdv #moments #clubesdv #galeratopsdv #curiosidades",,1
@luscas Juntos e #shallow Now #sqn,gente??? coitada https://t.co/MdZVlj2pc7,1
"Trailer de #Avengers mostrando zero vilões. Que bom, fiquei com uma impressão ótima desse jogo. Não vejo a hora de jogar... #SQN #SquareEnixE3 https://t.co/nQn0TrAmvn",,1
Aprendiz de costureira da minha Mãe...só desisti antes dela...🥺Nossa é  difícil  viu? #costurei #sqn #socozinheimesmo 🤗😁 em Casa Do Hélio E Naize https://t.co/iczmZqrbnq,,1
"@SuperesportesMG Verdade, tem sentido a matéria ridícula deste jornal de merda.
As frangas são os maiores campeões.
Afinal, ganhar mais no mata mata, vale mais que título.
#sqn https://t.co/U0sNlgpzr9",Atlético vai enfrentar o Cruzeiro em mata-mata nacional pela quarta vez; Galo nunca foi derrotado https://t.co/9c4ddl9LzJ,1
"Remake de Final Fantasy VIII, agora o @JMTrevisan comemora! :P #sqn #E32019",,1
"@DicasdoCartola Aquele momento em que vc foi mal no fim de semana mais tem um atacante no jogo de segunda e pensa, esse cara vai mitar e me salvar do vexame. #sqn",Kayke sorrindo passando pela sua TL.. https://t.co/NIt8KYPEMc,1
Ele volta depois do intervalo #sqn #NBAnaESPN,,1
"Gente já deu né? #sqn #vazajato em Curitiba, Brazil https://t.co/89Z97lCVV3",,1
@Sky18533593 @daviwsw @eumesmovittu @TioOrochi Parece uma anaconda #SQN,@daviwsw @eumesmovittu @TioOrochi KJJKKKKKKKJKJ,1
"@RamosEneildes @UOL @monicabergamo Típica eleitora do Mulla... 😂
Dá até dó! #sqn",@UOL @monicabergamo Se fu*** #MoroCriminoso,1
"@Biakicis @SF_Moro Nao vao! Vamos entrar neste congresso e mostrar o que deve ser feito. Com “jeitinho”, com “amor”.. #sqn",Não irão conseguir detonar @SF_Moro mas irão ferrar com esse pobre país chamado Brasil. Malditos! https://t.co/aVeWka4Fs7,1
